id,vendor_slug,vendor_label,display_name,modality,input_modalities_str,output_modalities_str,tokenizer,context_length,max_completion_tokens,is_moderated,supported_parameters,canonical_slug,description_excerpt
google/gemini-2.0-flash-001,google,Google,Google: Gemini 2.0 Flash,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,8192,False,"[""max_tokens"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.0-flash-001,"Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro 1.5](/google/gemini-pro-1.5). It introduces notable enhancements in multimodal understanding, coding capabilities, complex instruction following, and function calling. These advancements come toge..."
google/gemini-2.0-flash-lite-001,google,Google,Google: Gemini 2.0 Flash Lite,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,8192,False,"[""max_tokens"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.0-flash-lite-001,"Gemini 2.0 Flash Lite offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro 1.5](/google/gemini-pro-1.5), all at extremely economical token prices."
google/gemini-2.5-flash,google,Google,Google: Gemini 2.5 Flash,text+image+file+audio+video->text,"file,image,text,audio,video",text,Gemini,1048576,65535,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.5-flash,"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater accuracy and nuanced context handling. 

Additionally, Gemini 2.5 Flash is configurable through the ""max tokens for reasoning"" parameter, as described in..."
google/gemini-2.5-flash-image,google,Google,Google: Nano Banana (Gemini 2.5 Flash Image),text+image->text+image,"image,text","image,text",Gemini,32768,32768,False,"[""max_tokens"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_p""]",google/gemini-2.5-flash-image,"Gemini 2.5 Flash Image, a.k.a. ""Nano Banana,"" is now generally available. It is a state of the art image generation model with contextual understanding. It is capable of image generation, edits, and multi-turn conversations. Aspect ratios can be controlled with the [image_config API Parameter](https://openrouter.ai/docs/features/multimodal/image-generation#image-aspect-ratio-configuration)"
google/gemini-2.5-flash-lite,google,Google,Google: Gemini 2.5 Flash Lite,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,65535,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.5-flash-lite,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better performance across common benchmarks compared to earlier Flash models. By default, ""thinking"" (i.e. multi-pass reasoning) is disabled to prioritize speed, but developers can enable it via the [Rea..."
google/gemini-2.5-flash-lite-preview-09-2025,google,Google,Google: Gemini 2.5 Flash Lite Preview 09-2025,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.5-flash-lite-preview-09-2025,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better performance across common benchmarks compared to earlier Flash models. By default, ""thinking"" (i.e. multi-pass reasoning) is disabled to prioritize speed, but developers can enable it via the [Rea..."
google/gemini-2.5-pro,google,Google,Google: Gemini 2.5 Pro,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.5-pro,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy and nuanced context handling. Gemini 2.5 Pro achieves top-tier performance on multiple benchmarks, including first-place positioning on the LMArena leaderboard, reflecti..."
google/gemini-2.5-pro-preview,google,Google,Google: Gemini 2.5 Pro Preview 06-05,text+image+file+audio->text,"file,image,text,audio",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.5-pro-preview-06-05,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy and nuanced context handling. Gemini 2.5 Pro achieves top-tier performance on multiple benchmarks, including first-place positioning on the LMArena leaderboard, reflecti..."
google/gemini-2.5-pro-preview-05-06,google,Google,Google: Gemini 2.5 Pro Preview 05-06,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,65535,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-2.5-pro-preview-03-25,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy and nuanced context handling. Gemini 2.5 Pro achieves top-tier performance on multiple benchmarks, including first-place positioning on the LMArena leaderboard, reflecti..."
google/gemini-3-flash-preview,google,Google,Google: Gemini 3 Flash Preview,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-3-flash-preview-20251217,"Gemini 3 Flash Preview is a high speed, high value thinking model designed for agentic workflows, multi turn chat, and coding assistance. It delivers near Pro level reasoning and tool use performance with substantially lower latency than larger Gemini variants, making it well suited for interactive development, long running agent loops, and collaborative coding tasks. Compared to Gemini 2.5 Fla..."
google/gemini-3-pro-image-preview,google,Google,Google: Nano Banana Pro (Gemini 3 Pro Image Preview),text+image->text+image,"image,text","image,text",Gemini,65536,32768,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_p""]",google/gemini-3-pro-image-preview-20251120,"Nano Banana Pro is Google’s most advanced image-generation and editing model, built on Gemini 3 Pro. It extends the original Nano Banana with significantly improved multimodal reasoning, real-world grounding, and high-fidelity visual synthesis. The model generates context-rich graphics, from infographics and diagrams to cinematic composites, and can incorporate real-time information via Search ..."
google/gemini-3-pro-preview,google,Google,Google: Gemini 3 Pro Preview,text+image+file+audio+video->text,"text,image,file,audio,video",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-3-pro-preview-20251117,"Gemini 3 Pro is Google’s flagship frontier model for high-precision multimodal reasoning, combining strong performance across text, image, video, audio, and code with a 1M-token context window. Reasoning Details must be preserved when using multi-turn tool calling, see our docs here: https://openrouter.ai/docs/use-cases/reasoning-tokens#preserving-reasoning-blocks. It delivers state-of-the-art ..."
google/gemini-3.1-flash-image-preview,google,Google,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview),text+image->text+image,"image,text","image,text",Gemini,65536,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_p""]",google/gemini-3.1-flash-image-preview-20260226,"Gemini 3.1 Flash Image Preview, a.k.a. ""Nano Banana 2,"" is Google’s latest state of the art image generation and editing model, delivering Pro-level visual quality at Flash speed. It combines advanced contextual understanding with fast, cost-efficient inference, making complex image generation and iterative edits significantly more accessible. Aspect ratios can be controlled with the [image_con..."
google/gemini-3.1-flash-lite-preview,google,Google,Google: Gemini 3.1 Flash Lite Preview,text+image+file+audio+video->text,"text,image,video,file,audio",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-3.1-flash-lite-preview-20260303,"Gemini 3.1 Flash Lite Preview is Google's high-efficiency model optimized for high-volume use cases. It outperforms Gemini 2.5 Flash Lite on overall quality and approaches Gemini 2.5 Flash performance across key capabilities. Improvements span audio input/ASR, RAG snippet ranking, translation, data extraction, and code completion. Supports full thinking levels (minimal, low, medium, high) for f..."
google/gemini-3.1-pro-preview,google,Google,Google: Gemini 3.1 Pro Preview,text+image+file+audio+video->text,"audio,file,image,text,video",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-3.1-pro-preview-20260219,"Gemini 3.1 Pro Preview is Google’s frontier reasoning model, delivering enhanced software engineering performance, improved agentic reliability, and more efficient token usage across complex workflows. Building on the multimodal foundation of the Gemini 3 series, it combines high-precision reasoning across text, image, video, audio, and code with a 1M-token context window. Reasoning Details mus..."
google/gemini-3.1-pro-preview-customtools,google,Google,Google: Gemini 3.1 Pro Preview Custom Tools,text+image+file+audio+video->text,"text,audio,image,video,file",text,Gemini,1048576,65536,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",google/gemini-3.1-pro-preview-customtools-20260219,"Gemini 3.1 Pro Preview Custom Tools is a variant of Gemini 3.1 Pro that improves tool selection behavior by preventing overuse of a general bash tool when more efficient third-party or user-defined functions are available. This specialized preview endpoint significantly increases function calling reliability and ensures the model selects the most appropriate tool in coding agents and complex, m..."
google/gemma-2-27b-it,google,Google,Google: Gemma 2 27B,text->text,text,text,Gemini,8192,2048,False,"[""frequency_penalty"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""stop"", ""structured_outputs"", ""temperature"", ""top_p""]",google/gemma-2-27b-it,"Gemma 2 27B by Google is an open model built from the same research and technology used to create the [Gemini models](/models?q=gemini).

Gemma models are well-suited for a variety of text generation tasks, including question answering, summarization, and reasoning.

See the [launch announcement](https://blog.google/technology/developers/google-gemma-2/) for more details. Usage of Gemma is subj..."
google/gemma-2-9b-it,google,Google,Google: Gemma 2 9B,text->text,text,text,Gemini,8192,,False,"[""frequency_penalty"", ""max_tokens"", ""presence_penalty"", ""repetition_penalty"", ""temperature"", ""top_k"", ""top_p""]",google/gemma-2-9b-it,"Gemma 2 9B by Google is an advanced, open-source language model that sets a new standard for efficiency and performance in its size class.

Designed for a wide variety of tasks, it empowers developers and researchers to build innovative applications, while maintaining accessibility, safety, and cost-effectiveness.

See the [launch announcement](https://blog.google/technology/developers/google-g..."
google/gemma-3-12b-it,google,Google,Google: Gemma 3 12B,text+image->text,"text,image",text,Gemini,131072,,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_k"", ""top_p""]",google/gemma-3-12b-it,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 12B is the second largest in the family of Gemma 3 models after [Gemma 3 27B](google/gemma-3-27b-it)"
google/gemma-3-12b-it:free,google,Google,Google: Gemma 3 12B (free),text+image->text,"text,image",text,Gemini,32768,8192,False,"[""max_tokens"", ""seed"", ""stop"", ""temperature"", ""top_p""]",google/gemma-3-12b-it,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 12B is the second largest in the family of Gemma 3 models after [Gemma 3 27B](google/gemma-3-27b-it)"
google/gemma-3-27b-it,google,Google,Google: Gemma 3 27B,text+image->text,"text,image",text,Gemini,131072,16384,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_k"", ""top_p""]",google/gemma-3-27b-it,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 27B is Google's latest open source model, successor to [Gemma 2](google/gemma-2-27b-it)"
google/gemma-3-27b-it:free,google,Google,Google: Gemma 3 27B (free),text+image->text,"text,image",text,Gemini,131072,8192,False,"[""max_tokens"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_p""]",google/gemma-3-27b-it,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 27B is Google's latest open source model, successor to [Gemma 2](google/gemma-2-27b-it)"
google/gemma-3-4b-it,google,Google,Google: Gemma 3 4B,text+image->text,"text,image",text,Gemini,131072,,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",google/gemma-3-4b-it,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling."
google/gemma-3-4b-it:free,google,Google,Google: Gemma 3 4B (free),text+image->text,"text,image",text,Gemini,32768,8192,False,"[""max_tokens"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_p""]",google/gemma-3-4b-it,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling."
google/gemma-3n-e2b-it:free,google,Google,Google: Gemma 3n 2B (free),text->text,text,text,Other,8192,2048,False,"[""max_tokens"", ""response_format"", ""seed"", ""temperature"", ""top_p""]",google/gemma-3n-e2b-it,"Gemma 3n E2B IT is a multimodal, instruction-tuned model developed by Google DeepMind, designed to operate efficiently at an effective parameter size of 2B while leveraging a 6B architecture. Based on the MatFormer architecture, it supports nested submodels and modular composition via the Mix-and-Match framework. Gemma 3n models are optimized for low-resource deployment, offering 32K context le..."
google/gemma-3n-e4b-it,google,Google,Google: Gemma 3n 4B,text->text,text,text,Other,32768,,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",google/gemma-3n-e4b-it,"Gemma 3n E4B-it is optimized for efficient execution on mobile and low-resource devices, such as phones, laptops, and tablets. It supports multimodal inputs—including text, visual data, and audio—enabling diverse tasks such as text generation, speech recognition, translation, and image analysis. Leveraging innovations like Per-Layer Embedding (PLE) caching and the MatFormer architecture, Gemma ..."
google/gemma-3n-e4b-it:free,google,Google,Google: Gemma 3n 4B (free),text->text,text,text,Other,8192,2048,False,"[""max_tokens"", ""response_format"", ""seed"", ""temperature"", ""top_p""]",google/gemma-3n-e4b-it,"Gemma 3n E4B-it is optimized for efficient execution on mobile and low-resource devices, such as phones, laptops, and tablets. It supports multimodal inputs—including text, visual data, and audio—enabling diverse tasks such as text generation, speech recognition, translation, and image analysis. Leveraging innovations like Per-Layer Embedding (PLE) caching and the MatFormer architecture, Gemma ..."
gryphe/mythomax-l2-13b,gryphe,Gryphe,MythoMax 13B,text->text,text,text,Llama2,4096,4096,False,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_a"", ""top_k"", ""top_logprobs"", ""top_p""]",gryphe/mythomax-l2-13b,"One of the highest performing and most popular fine-tunes of Llama 2 13B, with rich descriptions and roleplay. #merge"
ibm-granite/granite-4.0-h-micro,ibm-granite,IBM,IBM: Granite 4.0 Micro,text->text,text,text,Other,131000,,False,"[""frequency_penalty"", ""max_tokens"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""temperature"", ""top_k"", ""top_p""]",ibm-granite/granite-4.0-h-micro,Granite-4.0-H-Micro is a 3B parameter from the Granite 4 family of models. These models are the latest in a series of models released by IBM. They are fine-tuned for long context tool calling. 
inception/mercury,inception,Inception,Inception: Mercury,text->text,text,text,Other,128000,32000,False,"[""max_tokens"", ""response_format"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools""]",inception/mercury,"Mercury is the first diffusion large language model (dLLM). Applying a breakthrough discrete diffusion approach, the model runs 5-10x faster than even speed optimized models like GPT-4.1 Nano and Claude 3.5 Haiku while matching their performance. Mercury's speed enables developers to provide responsive user experiences, including with voice agents, search interfaces, and chatbots. Read more in ..."
inception/mercury-2,inception,Inception,Inception: Mercury 2,text->text,text,text,Other,128000,50000,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools""]",inception/mercury-2-20260304,"Mercury 2 is an extremely fast reasoning LLM, and the first reasoning diffusion LLM (dLLM).
Instead of generating tokens sequentially, Mercury 2 produces and refines multiple tokens in parallel, achieving >1,000 tokens/sec on standard GPUs. Mercury 2 is 5x+ faster than leading speed-optimized LLMs like Claude 4.5 Haiku and GPT 5 Mini, at a fraction of the cost. 
Mercury 2 supports tunable reaso..."
inception/mercury-coder,inception,Inception,Inception: Mercury Coder,text->text,text,text,Other,128000,32000,False,"[""max_tokens"", ""response_format"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools""]",inception/mercury-coder-small-beta,"Mercury Coder is the first diffusion large language model (dLLM). Applying a breakthrough discrete diffusion approach, the model runs 5-10x faster than even speed optimized models like Claude 3.5 Haiku and GPT-4o Mini while matching their performance. Mercury Coder's speed means that developers can stay in the flow while coding, enjoying rapid chat-based iteration and responsive code completion..."
inflection/inflection-3-pi,inflection,Inflection,Inflection: Inflection 3 Pi,text->text,text,text,Other,8000,1024,False,"[""max_tokens"", ""stop"", ""temperature"", ""top_p""]",inflection/inflection-3-pi,"Inflection 3 Pi powers Inflection's [Pi](https://pi.ai) chatbot, including backstory, emotional intelligence, productivity, and safety. It has access to recent news, and excels in scenarios like customer support and roleplay.

Pi has been trained to mirror your tone and style, if you use more emojis, so will Pi! Try experimenting with various prompts and conversation styles."
inflection/inflection-3-productivity,inflection,Inflection,Inflection: Inflection 3 Productivity,text->text,text,text,Other,8000,1024,False,"[""max_tokens"", ""stop"", ""temperature"", ""top_p""]",inflection/inflection-3-productivity,"Inflection 3 Productivity is optimized for following instructions. It is better for tasks requiring JSON output or precise adherence to provided guidelines. It has access to recent news.

For emotional intelligence similar to Pi, see [Inflect 3 Pi](/inflection/inflection-3-pi)

See [Inflection's announcement](https://inflection.ai/blog/enterprise) for more details."
kwaipilot/kat-coder-pro,kwaipilot,Kwaipilot,Kwaipilot: KAT-Coder-Pro V1,text->text,text,text,Other,256000,128000,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",kwaipilot/kat-coder-pro-v1,"KAT-Coder-Pro V1 is KwaiKAT's most advanced agentic coding model in the KAT-Coder series. Designed specifically for agentic coding tasks, it excels in real-world software engineering scenarios, achieving 73.4% solve rate on the SWE-Bench Verified benchmark. 

The model has been optimized for tool-use capability, multi-turn interaction, instruction following, generalization, and comprehensive ca..."
liquid/lfm-2-24b-a2b,liquid,LiquidAI,LiquidAI: LFM2-24B-A2B,text->text,text,text,Other,32768,,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",liquid/lfm-2-24b-a2b-20260224,"LFM2-24B-A2B is the largest model in the LFM2 family of hybrid architectures designed for efficient on-device deployment. Built as a 24B parameter Mixture-of-Experts model with only 2B active parameters per token, it delivers high-quality generation while maintaining low inference costs. The model fits within 32 GB of RAM, making it practical to run on consumer laptops and desktops without sacr..."
liquid/lfm-2.2-6b,liquid,LiquidAI,LiquidAI: LFM2-2.6B,text->text,text,text,Other,32768,,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",liquid/lfm-2.2-6b,"LFM2 is a new generation of hybrid models developed by Liquid AI, specifically designed for edge AI and on-device deployment. It sets a new standard in terms of quality, speed, and memory efficiency."
liquid/lfm-2.5-1.2b-instruct:free,liquid,LiquidAI,LiquidAI: LFM2.5-1.2B-Instruct (free),text->text,text,text,Other,32768,,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",liquid/lfm-2.5-1.2b-instruct-20260120,"LFM2.5-1.2B-Instruct is a compact, high-performance instruction-tuned model built for fast on-device AI. It delivers strong chat quality in a 1.2B parameter footprint, with efficient edge inference and broad runtime support."
liquid/lfm-2.5-1.2b-thinking:free,liquid,LiquidAI,LiquidAI: LFM2.5-1.2B-Thinking (free),text->text,text,text,Other,32768,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",liquid/lfm-2.5-1.2b-thinking-20260120,"LFM2.5-1.2B-Thinking is a lightweight reasoning-focused model optimized for agentic tasks, data extraction, and RAG—while still running comfortably on edge devices. It supports long context (up to 32K tokens) and is designed to provide higher-quality “thinking” responses in a small 1.2B model."
liquid/lfm2-8b-a1b,liquid,LiquidAI,LiquidAI: LFM2-8B-A1B,text->text,text,text,Other,32768,,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",liquid/lfm2-8b-a1b,"LFM2-8B-A1B is an efficient on-device Mixture-of-Experts (MoE) model from Liquid AI’s LFM2 family, built for fast, high-quality inference on edge hardware. It uses 8.3B total parameters with only ~1.5B active per token, delivering strong performance while keeping compute and memory usage low—making it ideal for phones, tablets, and laptops."
mancer/weaver,mancer,Mancer,Mancer: Weaver (alpha),text->text,text,text,Llama2,8000,2000,False,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_a"", ""top_k"", ""top_logprobs"", ""top_p""]",mancer/weaver,"An attempt to recreate Claude-style verbosity, but don't expect the same level of coherence or memory. Meant for use in roleplay/narrative situations."
meituan/longcat-flash-chat,meituan,Meituan,Meituan: LongCat Flash Chat,text->text,text,text,Other,131072,131072,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",meituan/longcat-flash-chat,"LongCat-Flash-Chat is a large-scale Mixture-of-Experts (MoE) model with 560B total parameters, of which 18.6B–31.3B (≈27B on average) are dynamically activated per input. It introduces a shortcut-connected MoE design to reduce communication overhead and achieve high throughput while maintaining training stability through advanced scaling strategies such as hyperparameter transfer, deterministic..."
meta-llama/llama-3-70b-instruct,meta-llama,Meta,Meta: Llama 3 70B Instruct,text->text,text,text,Llama3,8192,8000,False,"[""frequency_penalty"", ""max_tokens"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_k"", ""top_p""]",meta-llama/llama-3-70b-instruct,"Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors. This 70B instruct-tuned version was optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [M..."
meta-llama/llama-3-8b-instruct,meta-llama,Meta,Meta: Llama 3 8B Instruct,text->text,text,text,Llama3,8192,16384,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",meta-llama/llama-3-8b-instruct,"Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors. This 8B instruct-tuned version was optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [Me..."
meta-llama/llama-3.1-405b,meta-llama,Meta,Meta: Llama 3.1 405B (base),text->text,text,text,Llama3,32768,32768,False,"[""frequency_penalty"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",meta-llama/llama-3.1-405b,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This is the base 405B pre-trained version.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://..."
meta-llama/llama-3.1-70b-instruct,meta-llama,Meta,Meta: Llama 3.1 70B Instruct,text->text,text,text,Llama3,131072,,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",meta-llama/llama-3.1-70b-instruct,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 70B instruct-tuned version is optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3-1/). Usage of this model is subject to..."
meta-llama/llama-3.1-8b-instruct,meta-llama,Meta,Meta: Llama 3.1 8B Instruct,text->text,text,text,Llama3,16384,16384,False,"[""frequency_penalty"", ""logprobs"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_logprobs"", ""top_p""]",meta-llama/llama-3.1-8b-instruct,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 8B instruct-tuned version is fast and efficient.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3-1/). Usage of this model is subject to [Meta's Acceptable Use Pol..."
